,Id,Predicted
3285,12882_2023-07-15,0.06
3286,12883_2023-01-11,0.09
3287,12884_2023-08-01,0.3
3288,12887_2023-12-20,0.05
3289,12888_2023-08-08,0.12
3290,12889_2023-11-16,0.3
3291,12890_2023-11-02,0.23
3292,12893_2023-12-04,0.46
3293,12895_2023-12-04,0.58
3294,12897_2023-07-07,0.45
3295,12903_2023-01-26,0.13
3296,12904_2023-11-30,0.06
3297,12905_2023-11-14,0.04
3298,12909_2023-12-08,0.05
3299,12912_2023-02-03,0.79
3300,12914_2023-12-19,0.16
3301,12918_2023-10-03,0.89
3302,12920_2023-12-15,0.78
3303,12922_2023-11-09,0.1
3304,12923_2023-10-30,0.76
3305,12930_2023-12-08,0.8
3306,12939_2023-03-02,0.89
3307,12942_2023-06-14,0.93
3308,12946_2023-12-18,0.73
3309,12947_2023-12-12,0.88
3310,12953_2023-10-20,0.21
3311,12959_2023-11-09,0.11
3312,12961_2023-11-08,0.08
3313,12968_2023-12-18,0.86
3314,12971_2023-04-28,0.96
3315,12974_2023-12-11,0.97
3316,12986_2023-06-05,0.91
3317,12989_2023-11-10,0.3
3318,12997_2023-08-25,0.84
3319,12998_2023-11-10,0.94
3320,13000_2023-11-24,0.09
3321,13002_2023-11-07,0.22
3322,13007_2023-12-12,0.58
3323,13010_2023-11-21,0.34
3324,13019_2023-11-09,0.18
3325,13028_2023-12-27,0.33
3326,13031_2023-07-27,0.93
3327,13038_2023-11-17,0.97
3328,13039_2023-12-15,0.03
3329,13044_2023-07-25,0.19
3330,13050_2023-10-12,0.92
3331,13056_2023-12-26,0.15
3332,13061_2023-08-22,0.2
3333,13070_2023-07-18,0.46
3334,13072_2023-08-24,0.37
3335,13074_2023-11-10,0.99
3336,13080_2023-11-09,0.01
3337,13082_2023-08-18,0.05
3338,13083_2023-11-22,0.08
3339,13085_2023-12-18,0.56
3340,13089_2023-07-21,0.17
3341,13094_2023-11-22,0.03
3342,13095_2023-12-01,0.18
3343,13098_2023-12-13,0.22
3344,13101_2023-11-08,0.07
3345,13103_2023-11-30,0.09
3346,13108_2023-11-16,0.03
3347,13120_2023-12-04,0.99
3348,13121_2023-12-20,0.06
3349,13122_2023-08-08,0.06
3350,13125_2023-04-26,0.48
3351,13131_2023-02-09,0.27
3352,13132_2023-05-25,0.16
3353,13134_2023-11-23,0.0
3354,13135_2023-12-30,0.25
3355,13136_2023-12-06,0.04
3356,13139_2023-09-06,0.16
3357,13141_2023-11-23,0.37
3358,13142_2023-11-03,0.02
3359,13146_2023-12-06,0.37
3360,13147_2023-08-02,0.31
3361,13155_2023-12-12,0.03
3362,13158_2023-12-07,0.19
3363,13162_2023-11-27,0.15
3364,13163_2023-12-28,0.19
3365,13165_2023-12-18,0.05
3366,13166_2023-11-07,0.58
3367,13167_2023-12-25,0.93
3368,13170_2023-11-15,0.03
3369,13172_2023-07-27,0.04
3370,13185_2023-12-18,0.05
3371,13187_2023-11-01,0.03
3372,13188_2023-11-10,0.52
3373,13191_2023-07-12,0.17
3374,13196_2023-12-06,0.85
3375,13204_2023-11-28,0.17
3376,13207_2023-12-14,0.32
3377,13209_2023-06-26,0.04
3378,13216_2023-11-01,0.89
3379,13220_2023-12-07,0.02
3380,13221_2023-11-02,0.21
3381,13222_2023-12-19,0.12
3382,13224_2023-11-20,0.94
3383,13225_2023-08-08,0.1
3384,13230_2023-12-15,0.03
3385,13232_2023-04-14,0.62
3386,13233_2023-06-14,0.95
3387,13240_2023-12-12,0.03
3388,13243_2023-12-01,0.09
3389,13246_2023-11-22,0.06
3390,13249_2023-12-13,0.04
3391,13253_2023-11-09,0.31
3392,13254_2023-11-30,0.01
3393,13255_2023-06-14,0.85
3394,13258_2023-11-29,0.07
3395,13261_2023-12-13,0.06
3396,13266_2023-10-23,0.02
3397,13267_2023-11-28,0.16
3398,13269_2023-12-08,0.2
3399,13271_2023-03-17,0.03
3400,13276_2023-12-14,0.25
3401,13278_2023-12-08,0.09
3402,13280_2023-12-13,0.14
3403,13282_2023-12-20,0.21
3404,13285_2023-11-09,0.0
3405,13287_2023-11-16,0.02
3406,13291_2023-11-06,0.09
3407,13294_2023-07-25,0.07
3408,13305_2023-08-04,0.95
3409,13309_2023-12-18,0.11
3410,13310_2023-11-17,0.25
3411,13312_2023-11-03,0.03
3412,13314_2023-11-22,0.28
3413,13316_2023-09-29,0.26
3414,13318_2023-11-21,0.04
3415,13322_2023-09-29,0.03
3416,13323_2023-12-05,0.17
3417,13328_2023-12-17,0.1
3418,13329_2023-09-04,0.06
3419,13330_2023-11-30,0.09
3420,13332_2023-02-15,0.06
3421,13338_2023-11-11,0.19
3422,13343_2023-11-02,0.22
3423,13348_2023-12-04,0.88
3424,13358_2023-07-03,0.02
3425,13361_2023-12-05,0.08
3426,13362_2023-11-10,0.01
3427,13364_2023-12-20,0.08
3428,13367_2023-11-29,0.11
3429,13369_2023-11-15,0.33
3430,13370_2023-07-20,0.08
3431,13374_2023-12-27,0.53
3432,13380_2023-11-09,0.4
3433,13382_2023-11-07,0.26
3434,13385_2023-04-12,0.31
3435,13387_2023-08-11,0.02
3436,13390_2023-12-21,0.04
3437,13394_2023-08-09,0.02
3438,13407_2023-11-09,0.7
3439,13409_2023-03-06,0.03
3440,13411_2023-11-28,0.27
3441,13412_2023-12-04,0.09
3442,13413_2023-11-30,0.02
3443,13415_2023-07-21,0.2
3444,13417_2023-12-25,0.1
3445,13418_2023-11-03,0.19
3446,13424_2023-07-14,0.03
3447,13425_2023-11-29,0.04
3448,13427_2023-03-02,0.12
3449,13428_2023-12-14,0.35
3450,13431_2023-12-20,0.12
3451,13435_2023-08-22,0.09
3452,13445_2023-11-22,0.56
3453,13448_2023-09-05,0.26
3454,13453_2023-02-22,0.18
3455,13458_2023-11-28,0.17
3456,13462_2023-12-21,0.1
3457,13464_2023-11-02,0.0
3458,13468_2023-12-11,0.13
3459,13470_2023-06-22,0.08
3460,13471_2023-08-24,0.04
3461,13473_2023-12-15,0.15
3462,13475_2023-12-20,0.04
3463,13480_2023-11-21,0.04
3464,13483_2023-11-22,0.08
3465,13484_2023-12-26,0.06
3466,13488_2023-09-04,0.26
3467,13501_2023-05-31,0.12
3468,13513_2023-11-30,0.03
3469,13514_2023-12-01,0.19
3470,13515_2023-12-06,0.14
3471,13523_2023-08-01,0.04
3472,13527_2023-11-30,0.02
3473,13531_2023-12-15,0.03
3474,13542_2023-10-09,0.95
3475,13543_2023-04-12,0.27
3476,13546_2023-11-16,0.41
3477,13548_2023-05-19,0.65
3478,13549_2023-11-16,0.06
3479,13551_2023-11-08,0.04
3480,13553_2023-11-18,0.39
3481,13554_2023-11-09,0.05
3482,13555_2023-11-30,0.03
3483,13558_2023-11-14,0.39
3484,13569_2023-01-24,0.29
3485,13571_2023-11-09,0.61
3486,13584_2023-10-02,0.26
3487,13589_2023-09-12,0.03
3488,13591_2023-11-22,0.3
3489,13592_2023-11-17,0.16
3490,13594_2023-08-03,0.65
3491,13596_2023-11-28,0.67
3492,13597_2023-12-12,0.54
3493,13605_2023-11-14,0.27
3494,13606_2023-11-02,0.0
3495,13607_2023-11-30,0.15
3496,13614_2023-04-09,0.45
3497,13623_2023-05-19,0.1
3498,13628_2023-11-30,0.08
3499,13634_2023-11-30,0.21
3500,13640_2023-12-22,0.31
3501,13642_2023-11-24,0.18
3502,13654_2023-12-12,0.07
3503,13656_2023-11-14,0.04
3504,13657_2023-12-28,0.49
3505,13664_2023-07-28,0.93
3506,13665_2023-03-10,0.12
3507,13666_2023-07-05,0.36
3508,13667_2023-11-22,0.94
3509,13668_2023-08-09,0.23
3510,13669_2023-10-30,0.09
3511,13679_2023-06-28,0.69
3512,13686_2023-11-13,0.03
3513,13687_2023-09-13,0.45
3514,13688_2023-12-27,0.75
3515,13691_2023-10-05,0.89
3516,13696_2023-12-15,0.59
3517,13698_2023-11-09,0.3
3518,13705_2023-12-18,0.18
3519,13706_2023-08-25,0.03
3520,13708_2023-11-24,0.77
3521,13716_2023-12-11,0.84
3522,13721_2023-01-18,0.07
3523,13724_2023-11-20,0.06
3524,13728_2023-08-18,0.3
3525,13732_2023-11-08,0.97
3526,13733_2023-09-13,0.06
3527,13734_2023-11-08,0.07
3528,13736_2023-10-31,0.0
3529,13743_2023-12-19,0.01
3530,13747_2023-12-18,0.81
3531,13754_2023-12-19,0.56
3532,13755_2023-11-13,0.16
3533,13756_2023-12-08,0.73
3534,13759_2023-07-31,0.71
3535,13766_2023-11-16,0.02
3536,13767_2023-11-07,0.02
3537,13772_2023-02-18,0.31
3538,13774_2023-11-22,0.46
3539,13785_2023-12-25,0.23
3540,13786_2023-12-07,0.01
3541,13788_2023-08-18,0.13
3542,13792_2023-11-11,0.25
3543,13794_2023-11-24,0.01
3544,13797_2023-12-20,0.77
3545,13799_2023-11-20,0.72
3546,13807_2023-12-08,0.04
3547,13809_2023-11-30,0.02
3548,13813_2023-11-17,0.17
3549,13817_2023-07-18,0.28
3550,13819_2023-07-10,0.02
3551,13825_2023-11-03,0.16
3552,13841_2023-12-06,0.26
3553,13845_2023-12-14,0.04
3554,13846_2023-12-14,0.15
3555,13848_2023-11-22,0.08
3556,13850_2023-12-12,0.33
3557,13857_2023-12-21,0.15
3558,13865_2023-11-30,0.08
3559,13870_2023-10-19,0.21
3560,13878_2023-07-19,0.34
3561,13881_2023-11-17,0.29
3562,13883_2023-08-01,0.81
3563,13884_2023-11-03,0.88
3564,13887_2023-12-15,0.3
3565,13892_2023-12-27,0.51
3566,13894_2023-08-15,0.13
3567,13895_2023-11-10,0.29
3568,13901_2023-12-26,0.09
3569,13902_2023-12-12,0.02
3570,13904_2023-12-06,0.17
3571,13905_2023-04-23,0.22
3572,13910_2023-03-28,0.19
3573,13916_2023-07-27,0.09
3574,13919_2023-01-19,0.01
3575,13920_2023-11-15,0.67
3576,13921_2023-05-06,0.2
3577,13926_2023-11-08,0.65
3578,13928_2023-11-10,0.01
3579,13932_2023-11-24,0.08
3580,13939_2023-10-12,0.82
3581,13941_2023-12-13,0.19
3582,13942_2023-12-11,0.95
3583,13958_2023-11-29,0.34
3584,13961_2023-02-10,0.37
3585,13971_2023-11-14,0.06
3586,13972_2023-11-17,0.16
3587,13973_2023-04-03,0.15
3588,13974_2023-12-11,0.63
3589,13977_2023-11-16,0.02
3590,13984_2023-12-11,0.56
3591,13995_2023-12-28,0.12
3592,13996_2023-11-09,0.38
3593,14000_2023-12-01,0.82
3594,14010_2023-03-10,0.71
3595,14014_2023-11-16,0.06
3596,14019_2023-12-27,0.05
3597,14020_2023-12-08,0.93
3598,14024_2023-04-05,0.04
3599,14029_2023-01-31,0.62
3600,14030_2023-01-10,0.83
3601,14048_2023-12-18,0.03
3602,14063_2023-11-07,0.06
3603,14066_2023-11-30,0.55
3604,14067_2023-09-06,0.13
3605,14068_2023-11-07,0.07
3606,14077_2023-04-17,0.54
3607,14084_2023-12-15,0.21
3608,14089_2023-11-20,0.33
3609,14090_2023-11-10,0.01
3610,14098_2023-11-22,0.82
3611,14101_2023-10-11,0.04
3612,14114_2023-11-17,0.02
3613,14122_2023-06-17,0.13
3614,14129_2023-11-09,0.12
3615,14134_2023-11-20,0.12
3616,14137_2023-12-22,0.05
3617,14143_2023-03-30,0.05
3618,14145_2023-12-15,0.84
3619,14148_2023-12-27,0.03
3620,14154_2023-09-21,0.06
3621,14155_2023-12-15,0.09
3622,14164_2023-12-13,0.98
3623,14168_2023-11-22,0.31
3624,14170_2023-12-20,0.14
3625,14178_2023-11-15,0.89
3626,14181_2023-12-08,0.2
3627,14182_2023-11-07,0.06
3628,14184_2023-12-11,0.6
3629,14186_2023-05-18,0.13
3630,14187_2023-08-28,0.06
3631,14188_2023-08-03,0.2
3632,14190_2023-11-22,0.35
3633,14193_2023-12-06,0.14
3634,14196_2023-05-19,0.07
3635,14197_2023-03-02,0.18
3636,14198_2023-11-01,0.54
3637,14201_2023-12-15,0.49
3638,14204_2023-11-09,0.11
3639,14207_2023-11-30,0.01
3640,14211_2023-11-22,0.78
3641,14213_2023-11-17,0.17
3642,14218_2023-12-29,0.32
3643,14219_2023-11-22,0.19
3644,14220_2023-12-12,0.0
3645,14222_2023-12-25,0.21
3646,14223_2023-07-13,0.04
3647,14228_2023-10-06,0.05
3648,14229_2023-11-16,0.03
3649,14231_2023-12-14,0.31
3650,14245_2023-01-18,0.47
3651,14259_2023-08-15,0.19
3652,14260_2023-11-14,0.07
3653,14261_2023-11-09,0.83
3654,14266_2023-12-12,0.98
3655,14271_2023-08-11,0.66
3656,14276_2023-11-30,0.03
3657,14279_2023-11-13,0.97
3658,14280_2023-11-16,0.37
3659,14287_2023-12-06,0.94
3660,14290_2023-12-11,0.03
3661,14296_2023-12-15,0.14
3662,14298_2023-11-09,0.91
3663,14299_2023-08-02,0.09
3664,14300_2023-11-14,0.28
3665,14308_2023-12-08,0.93
3666,14313_2023-12-27,0.53
3667,14314_2023-11-22,0.19
3668,14318_2023-11-01,0.39
3669,14319_2023-11-09,0.38
3670,14321_2023-11-01,0.99
3671,14332_2023-06-28,0.26
3672,14336_2023-11-02,0.94
3673,14337_2023-11-02,0.08
3674,14338_2023-11-23,0.87
3675,14351_2023-11-16,0.3
3676,14360_2023-11-09,0.25
3677,14361_2023-11-15,0.95
3678,14363_2023-11-17,0.12
3679,14370_2023-06-06,0.22
3680,14372_2023-11-09,0.9
3681,14373_2023-12-11,0.67
3682,14374_2023-11-29,0.06
3683,14376_2023-04-12,0.19
3684,14378_2023-11-08,0.01
3685,14384_2023-11-30,0.15
3686,14388_2023-08-16,0.06
3687,14395_2023-11-09,0.04
3688,14400_2023-02-17,0.2
3689,14425_2023-09-19,0.04
3690,14433_2023-07-21,0.41
3691,14434_2023-12-02,0.08
3692,14435_2023-02-02,0.07
3693,14437_2023-08-24,0.05
3694,14438_2023-12-14,0.2
3695,14440_2023-12-13,0.1
3696,14444_2023-12-19,0.09
3697,14445_2023-12-01,0.23
3698,14446_2023-11-09,0.01
3699,14451_2023-02-28,0.17
3700,14466_2023-11-08,0.36
3701,14469_2023-10-05,0.08
3702,14472_2023-01-26,0.06
3703,14486_2023-12-21,0.03
3704,14488_2023-03-02,0.26
3705,14491_2023-05-19,0.39
3706,14494_2023-09-26,0.54
3707,14495_2023-12-08,0.77
3708,14509_2023-04-18,0.23
3709,14512_2023-11-23,0.03
3710,14517_2023-12-18,0.14
3711,14518_2023-12-19,0.05
3712,14523_2023-11-29,0.37
3713,14528_2023-02-28,0.29
3714,14529_2023-11-16,0.03
3715,14530_2023-11-16,0.26
3716,14531_2023-11-01,0.01
3717,14532_2023-12-21,0.3
3718,14539_2023-11-28,0.12
3719,14540_2023-12-15,0.01
3720,14546_2023-12-07,0.54
3721,14547_2023-12-01,0.01
3722,14549_2023-11-27,0.14
3723,14552_2023-12-25,0.06
3724,14555_2023-12-07,0.13
3725,14557_2023-05-10,0.05
3726,14567_2023-11-30,0.11
3727,14575_2023-12-08,0.06
3728,14578_2023-11-16,0.97
3729,14581_2023-11-03,0.05
3730,14585_2023-01-24,0.11
3731,14587_2023-11-27,0.03
3732,14588_2023-12-18,0.64
3733,14589_2023-11-27,0.26
3734,14590_2023-11-07,0.03
3735,14602_2023-12-19,0.93
3736,14603_2023-12-26,0.2
3737,14607_2023-12-21,0.3
3738,14609_2023-12-28,0.38
3739,14617_2023-06-16,0.22
3740,14618_2023-12-19,0.67
3741,14622_2023-10-20,0.03
3742,14626_2023-11-26,0.11
3743,14628_2023-07-20,0.1
3744,14632_2023-12-04,0.29
3745,14633_2023-11-15,0.01
3746,14639_2023-12-06,0.23
3747,14644_2023-12-13,0.14
3748,14646_2023-08-14,0.12
3749,14648_2023-11-28,0.04
3750,14651_2023-12-20,0.8
3751,14656_2023-12-04,0.01
3752,14657_2023-12-11,0.22
3753,14662_2023-09-26,0.28
3754,14665_2023-11-16,0.92
3755,14668_2023-12-26,0.67
3756,14674_2023-04-17,0.06
3757,14681_2023-12-14,0.06
3758,14690_2023-12-13,0.32
3759,14691_2023-11-15,0.12
3760,14695_2023-09-07,0.04
3761,14698_2023-11-29,0.09
3762,14701_2023-12-08,0.68
3763,14702_2023-08-10,0.26
3764,14706_2023-11-08,0.14
3765,14712_2023-11-14,0.11
3766,14716_2023-11-29,0.08
3767,14722_2023-12-01,0.01
3768,14723_2023-09-14,0.16
3769,14729_2023-10-27,0.17
3770,14731_2023-11-28,0.09
3771,14736_2023-12-09,0.04
3772,14741_2023-09-26,0.09
3773,14745_2023-06-23,0.21
3774,14746_2023-12-14,0.09
3775,14748_2023-12-13,0.01
3776,14749_2023-12-05,0.49
3777,14760_2023-12-14,0.16
3778,14765_2023-01-30,0.47
3779,14778_2023-12-27,0.08
3780,14786_2023-11-23,0.13
3781,14788_2023-11-08,0.15
3782,14790_2023-12-22,0.06
3783,14792_2023-11-21,0.01
3784,14801_2023-11-23,0.23
3785,14808_2023-12-12,0.01
3786,14811_2023-12-20,0.11
3787,14813_2023-11-06,0.06
3788,14817_2023-07-27,0.02
3789,14820_2023-11-03,0.01
3790,14821_2023-11-22,0.19
3791,14822_2023-11-29,0.25
3792,14831_2023-12-10,0.23
3793,14832_2023-12-27,0.17
3794,14833_2023-08-03,0.69
3795,14836_2023-12-22,0.97
3796,14838_2023-11-15,0.02
3797,14840_2023-11-22,0.75
3798,14847_2023-08-18,0.99
3799,14848_2023-07-05,0.13
3800,14851_2023-02-06,0.21
3801,14853_2023-12-15,0.13
3802,14854_2023-02-02,0.07
3803,14860_2023-11-15,0.88
3804,14862_2023-11-15,0.17
3805,14865_2023-12-05,0.1
3806,14870_2023-11-03,0.03
3807,14872_2023-09-28,0.14
3808,14873_2023-12-01,0.29
3809,14874_2023-11-29,0.12
3810,14876_2023-12-21,0.09
3811,14877_2023-11-16,0.04
3812,14884_2023-11-04,0.03
3813,14886_2023-01-24,0.42
3814,14887_2023-11-08,0.23
3815,14888_2023-11-22,0.24
3816,14891_2023-12-26,0.36
3817,14892_2023-11-22,0.02
3818,14894_2023-10-26,0.57
3819,14898_2023-07-25,0.27
3820,14900_2023-07-27,0.32
3821,14901_2023-08-08,0.7
3822,14904_2023-11-30,0.2
3823,14908_2023-11-16,0.11
3824,14913_2023-12-29,0.06
3825,14916_2023-12-19,0.18
3826,14917_2023-11-16,0.17
3827,14920_2023-11-10,0.79
3828,14922_2023-12-19,0.22
3829,14926_2023-12-27,0.5
3830,14929_2023-11-23,0.37
3831,14930_2023-11-29,0.45
3832,14941_2023-11-03,0.08
3833,14945_2023-11-16,0.13
3834,14947_2023-11-28,0.91
3835,14951_2023-08-13,0.08
3836,14952_2023-07-14,0.94
3837,14954_2023-12-11,0.1
3838,14955_2023-12-06,0.21
3839,14961_2023-07-31,0.05
3840,14965_2023-12-13,0.21
3841,14968_2023-12-19,0.79
3842,14974_2023-12-12,0.84
3843,14977_2023-11-21,0.02
3844,14979_2023-05-22,0.14
3845,14981_2023-09-01,0.03
3846,14987_2023-08-03,0.92
3847,14994_2023-08-02,0.08
3848,14995_2023-12-14,0.21
3849,15004_2023-04-19,0.22
3850,15009_2023-11-24,0.84
3851,15015_2023-07-12,0.95
3852,15024_2023-11-09,0.09
3853,15031_2023-09-12,0.06
3854,15033_2023-12-14,0.02
3855,15041_2023-12-03,0.08
3856,15042_2023-11-21,0.64
3857,15047_2023-12-08,0.62
3858,15048_2023-11-28,0.14
3859,15056_2023-11-02,0.23
3860,15059_2023-12-08,0.74
3861,15065_2023-05-05,0.08
3862,15066_2023-01-26,0.07
3863,15067_2023-12-26,0.4
3864,15070_2023-12-10,0.37
3865,15071_2023-12-20,0.12
3866,15072_2023-07-28,0.16
3867,15077_2023-11-01,0.88
3868,15078_2023-11-10,0.79
3869,15082_2023-11-02,0.18
3870,15085_2023-09-19,0.5
3871,15086_2023-11-14,0.31
3872,15088_2023-12-01,0.68
3873,15091_2023-12-06,0.13
3874,15103_2023-12-18,0.39
3875,15106_2023-06-14,0.93
3876,15109_2023-12-13,0.02
3877,15110_2023-02-17,0.24
3878,15116_2023-08-31,0.25
3879,15123_2023-10-03,0.15
3880,15127_2023-12-19,0.07
3881,15131_2023-11-21,0.04
3882,15132_2023-12-13,0.08
3883,15137_2023-02-13,0.1
3884,15139_2023-02-22,0.05
3885,15140_2023-11-03,0.07
3886,15144_2023-11-16,0.85
3887,15146_2023-09-16,0.12
3888,15150_2023-07-14,0.03
3889,15152_2023-12-04,0.34
3890,15153_2023-10-09,0.79
3891,15154_2023-12-01,0.95
3892,15155_2023-12-08,0.52
3893,15162_2023-11-26,0.03
3894,15163_2023-12-13,0.41
3895,15164_2023-12-14,0.27
3896,15166_2023-12-19,0.72
3897,15169_2023-12-22,0.03
3898,15171_2023-10-25,0.29
3899,15174_2023-12-14,0.09
3900,15176_2023-12-12,0.89
3901,15180_2023-03-06,0.79
3902,15181_2023-12-01,0.77
3903,15182_2023-11-10,0.54
3904,15187_2023-02-06,0.19
3905,15189_2023-07-14,0.19
3906,15191_2023-01-18,0.17
3907,15195_2023-07-08,0.07
3908,15196_2023-03-22,0.93
3909,15197_2023-12-08,0.48
3910,15198_2023-04-25,0.84
3911,15206_2023-12-13,0.02
3912,15212_2023-09-12,0.12
3913,15214_2023-05-12,0.39
3914,15218_2023-04-21,0.98
3915,15223_2023-11-08,0.04
3916,15225_2023-12-20,0.1
3917,15227_2023-11-01,0.01
3918,15236_2023-12-20,0.44
3919,15238_2023-02-03,0.22
3920,15242_2023-12-07,0.04
3921,15248_2023-11-08,0.86
3922,15249_2023-11-23,0.5
3923,15250_2023-12-19,0.82
3924,15256_2023-12-20,0.08
3925,15257_2023-11-28,0.03
3926,15258_2023-11-14,0.05
3927,15260_2023-11-08,0.06
3928,15270_2023-12-27,0.09
3929,15279_2023-08-24,1.0
3930,15282_2023-11-21,0.97
3931,15283_2023-12-13,0.86
3932,15284_2023-03-22,0.03
3933,15286_2023-11-24,0.69
3934,15293_2023-12-12,0.18
3935,15298_2023-11-24,0.43
3936,15300_2023-12-19,0.43
3937,15304_2023-12-16,0.24
3938,15307_2023-12-01,0.62
3939,15308_2023-12-02,0.15
3940,15310_2023-11-20,0.18
3941,15311_2023-06-26,0.56
3942,15312_2023-11-08,0.12
3943,15314_2023-11-20,0.38
3944,15326_2023-12-13,0.8
3945,15328_2023-12-27,0.68
3946,15332_2023-12-15,0.19
3947,15336_2023-11-21,0.16
3948,15346_2023-12-12,0.02
3949,15352_2023-12-11,0.13
3950,15357_2023-02-08,0.21
3951,15359_2023-11-22,0.09
3952,15360_2023-11-03,0.56
3953,15361_2023-12-14,0.61
3954,15363_2023-02-27,0.08
3955,15368_2023-12-24,0.01
3956,15371_2023-07-24,0.64
3957,15372_2023-06-20,0.26
3958,15375_2023-11-14,0.88
3959,15381_2023-12-06,0.05
3960,15382_2023-07-19,0.35
3961,15385_2023-12-13,0.29
3962,15390_2023-11-23,0.11
3963,15405_2023-06-29,0.28
3964,15409_2023-11-01,0.18
3965,15411_2023-11-29,0.09
3966,15413_2023-12-28,0.01
3967,15418_2023-11-21,0.09
3968,15426_2023-11-30,0.92
3969,15427_2023-11-15,0.12
3970,15428_2023-12-11,0.51
3971,15444_2023-10-24,0.27
3972,15445_2023-09-22,0.08
3973,15452_2023-12-11,0.33
3974,15454_2023-12-14,0.85
3975,15457_2023-12-14,0.98
3976,15459_2023-12-20,0.63
3977,15467_2023-11-16,0.65
3978,15468_2023-12-15,0.65
3979,15469_2023-11-03,0.28
3980,15477_2023-11-08,0.38
3981,15478_2023-09-22,0.9
3982,15479_2023-11-09,0.22
3983,15483_2023-12-20,0.95
3984,15486_2023-11-02,0.85
3985,15488_2023-01-16,0.94
3986,15496_2023-12-27,0.04
3987,15501_2023-11-13,0.9
3988,15502_2023-11-21,0.92
3989,15507_2023-11-13,0.97
3990,15508_2023-12-11,0.96
3991,15509_2023-12-05,0.06
3992,15510_2023-12-21,0.67
3993,15516_2023-07-13,0.06
3994,15523_2023-12-21,0.79
3995,15524_2023-12-14,0.58
3996,15525_2023-12-22,0.91
3997,15526_2023-12-14,0.85
3998,15528_2023-06-27,0.27
3999,15529_2023-10-06,0.04
4000,15532_2023-07-27,0.44
4001,15535_2023-12-18,0.92
4002,15536_2023-05-16,0.31
4003,15540_2023-12-13,0.92
4004,15541_2023-11-10,0.92
4005,15542_2023-02-02,0.52
4006,15546_2023-07-24,0.93
4007,15547_2023-08-30,0.14
4008,15548_2023-12-14,0.67
4009,15552_2023-11-03,0.8
4010,15554_2023-12-11,0.07
4011,15559_2023-11-21,0.11
4012,15567_2023-12-20,0.09
4013,15570_2023-11-30,0.07
4014,15578_2023-12-27,0.98
4015,15580_2023-11-30,0.23
4016,15585_2023-11-29,0.11
4017,15586_2023-11-20,0.3
4018,15588_2023-08-16,0.17
4019,15600_2023-11-07,0.08
4020,15606_2023-03-06,0.07
4021,15607_2023-06-20,0.06
4022,15608_2023-06-20,0.16
4023,15609_2023-03-28,0.43
4024,15610_2023-12-29,0.6
4025,15613_2023-11-07,0.05
4026,15623_2023-10-09,0.81
4027,15629_2023-12-11,0.5
4028,15639_2023-02-22,0.05
4029,15653_2023-09-20,0.28
4030,15654_2023-05-26,0.04
4031,15659_2023-12-20,0.05
4032,15676_2023-02-08,0.37
4033,15678_2023-12-18,0.09
4034,15681_2023-12-13,0.86
4035,15688_2023-04-11,0.44
4036,15691_2023-07-07,0.49
4037,15697_2023-09-21,0.15
4038,15700_2023-11-15,0.29
4039,15703_2023-11-25,0.05
4040,15705_2023-12-18,0.05
4041,15708_2023-12-26,0.06
4042,15710_2023-11-22,0.02
4043,15713_2023-11-09,0.08
4044,15714_2023-11-28,0.1
4045,15717_2023-09-08,0.12
4046,15720_2023-01-11,0.97
4047,15727_2023-07-27,0.83
4048,15730_2023-04-28,0.14
4049,15735_2023-06-29,0.72
4050,15736_2023-11-01,0.35
4051,15739_2023-11-01,0.28
4052,15740_2023-02-20,0.18
4053,15741_2023-02-09,0.2
4054,15742_2023-12-26,0.2
4055,15755_2023-11-20,0.06
4056,15759_2023-12-08,0.08
4057,15760_2023-12-29,0.11
4058,15765_2023-12-08,0.08
4059,15782_2023-08-22,0.06
4060,15785_2023-12-18,0.63
4061,15790_2023-12-23,0.06
4062,15793_2023-11-04,0.03
4063,15794_2023-12-04,0.5
4064,15807_2023-12-22,0.32
4065,15812_2023-12-27,0.76
4066,15818_2023-11-28,0.11
4067,15822_2023-12-21,0.1
4068,15823_2023-11-14,0.06
4069,15824_2023-12-19,0.26
4070,15827_2023-12-15,0.91
4071,15833_2023-11-21,0.06
4072,15834_2023-07-26,0.12
4073,15838_2023-11-15,0.29
4074,15843_2023-08-28,0.17
4075,15845_2023-11-15,0.06
4076,15849_2023-11-21,0.06
4077,15852_2023-11-21,0.15
4078,15853_2023-12-08,0.05
4079,15857_2023-09-14,0.02
4080,15862_2023-12-19,0.11
4081,15866_2023-11-20,0.25
4082,15877_2023-08-17,0.18
4083,15881_2023-03-22,0.09
4084,15882_2023-11-01,0.35
4085,15898_2023-03-22,0.76
4086,15900_2023-11-30,0.72
4087,15903_2023-12-15,0.09
4088,15905_2023-12-23,0.14
4089,15908_2023-12-19,0.06
4090,15911_2023-08-28,0.11
4091,15917_2023-11-23,0.14
4092,15920_2023-05-18,0.11
4093,15925_2023-03-30,0.11
4094,15933_2023-11-27,0.18
4095,15934_2023-12-23,0.34
4096,15936_2023-03-01,0.15
4097,15937_2023-12-12,0.17
4098,15938_2023-12-19,0.33
4099,15944_2023-01-31,0.2
4100,15945_2023-11-15,0.14
4101,15950_2023-06-12,0.07
4102,15955_2023-03-24,0.1
4103,15958_2023-11-21,0.13
4104,15960_2023-05-19,0.33
4105,15961_2023-12-15,0.41
4106,15963_2023-12-07,0.02
4107,15965_2023-12-21,0.04
